file	sum	amin	amax	ptp	percentile10	mean	median	std	var
planetlab-workload-traces/20110322/planetdev02_fm_intel_com_rnp_dcc_ufjf	1292	0	27	27	0.0	4.4861111111111107	4.0	4.7073909250228523	22.159529320987506
planetlab-workload-traces/20110322/planetlab1_pop-mg_rnp_br_root	685	0	97	97	0.0	2.3784722222222223	2.0	8.2018262125852601	67.269953221450663
planetlab-workload-traces/20110322/planetlab2_inf_ethz_ch_uw_oneswarm	4130	0	44	44	6.0	14.340277777777779	13.0	7.6527620235772513	58.564766589506192
planetlab-workload-traces/20110322/planet5_cs_ucsb_edu_unitnple_csaba	1349	0	29	29	0.0	4.6840277777777777	4.0	5.0738458347474396	25.743911554783946
planetlab-workload-traces/20110322/planetlab2_xeno_cl_cam_ac_uk_ rwtha_anonymity_ssh	8433	24	36	12	29.0	29.28125	29.0	0.87840359854934813	0.77159288194444442
planetlab-workload-traces/20110322/plane-lab-pb2_uni-paderborn_de_root	1876	0	64	64	1.0	6.5138888888888893	3.0	12.275758695217553	150.69425154320936
planetlab-workload-traces/20110322/planetlab1-santiago_lan_redclara_net_uw_oneswarm	9715	5	79	74	15.700000000000003	33.732638888888886	30.5	15.990059107410691	255.68199025848756
planetlab-workload-traces/20110322/planetlab-1_imperial_ac_uk_uw_trs2	2889	0	80	80	0.0	10.03125	4.0	13.0147777585392	169.38444010416666
planetlab-workload-traces/20110322/onelab09_pl_sophia_inria_fr_unitnple_csaba	1849	0	43	43	0.0	6.4201388888888893	5.0	7.4559267985378099	55.590844425154273
planetlab-workload-traces/20110322/planetlab04_cnds_unibe_ch_princeton_codeen	2791	2	62	60	5.0	9.6909722222222214	9.0	6.1659618200159994	38.019085165895014
planetlab-workload-traces/20110322/planet1_scs_cs_nyu_edu_uw_oneswarm	4238	2	45	43	7.0	14.715277777777779	13.0	7.4648837105294845	55.724488811728442
planetlab-workload-traces/20110322/planetlab13_millennium_berkeley_edu_ uofathens_zoi	5118	11	19	8	17.0	17.770833333333332	18.0	1.1162856937182335	1.2460937499999978
planetlab-workload-traces/20110322/planetlab01_mpi-sws_mpg_de_princeton_codeen	1382	0	42	42	1.0	4.7986111111111107	4.0	4.987595531125069	24.876109182098755
planetlab-workload-traces/20110322/host2_planetlab_informatik_tu-darmstadt_de_root	1867	0	69	69	2.0	6.4826388888888893	5.0	5.4371130751365646	29.562198591820987
planetlab-workload-traces/20110322/planetlab0_otemachi_wide_ad_jp_nudt_nina	4792	0	48	48	2.7000000000000028	16.638888888888889	17.0	12.106937354209991	146.57793209876525
planetlab-workload-traces/20110322/ple01_fc_univie_ac_at_unitnple_csaba	1040	0	13	13	0.0	3.6111111111111112	4.0	3.3790841771910931	11.418209876543207
planetlab-workload-traces/20110322/planetlab2_aston_ac_uk_utokyo_sora	194	0	4	4	0.0	0.67361111111111116	1.0	0.71033893622762112	0.50458140432098841
planetlab-workload-traces/20110322/planetlab2_urv_net_arizona_nest	1972	0	94	94	0.0	6.8472222222222223	2.0	15.794170621380671	249.45582561728426
planetlab-workload-traces/20110322/planetlab2_pc_cis_udel_edu_uw_oneswarm	3245	0	59	59	0.0	11.267361111111111	8.0	11.731429354640971	137.62643470293187
planetlab-workload-traces/20110322/nodeb_howard_edu_uw_oneswarm	5013	0	81	81	6.0	17.40625	14.0	11.904636811098719	141.72037760416666
planetlab-workload-traces/20110322/chimay_infonet_fundp_ac_be_google_highground	8493	0	70	70	11.0	29.489583333333332	30.0	13.66564639865439	186.74989149305569
planetlab-workload-traces/20110322/planetlab02_cs_washington_edu_unitnple_csaba	1674	0	47	47	0.0	5.8125	4.0	7.9074233319078093	62.52734375
planetlab-workload-traces/20110322/planetlab2_lkn_ei_tum_de_rnp_dcc_ufjf	6535	0	80	80	8.0	22.690972222222221	18.0	14.859001261835479	220.78991849922835
planetlab-workload-traces/20110322/osiris_planetlab_cs_umd_edu_princeton_codeen	2014	0	85	85	2.0	6.9930555555555554	6.0	8.0480298898565596	64.770785108024583
planetlab-workload-traces/20110322/planetlab03_cnds_unibe_ch_nyu_d	371	0	6	6	0.0	1.2881944444444444	2.0	1.4518664485460018	2.1079161844135799
planetlab-workload-traces/20110322/planet1_l3s_uni-hannover_de_arizona_owl	4267	0	82	82	0.0	14.815972222222221	14.0	14.841201860560199	220.26127266589549
planetlab-workload-traces/20110322/planetlab1_utdallas_edu_irisaple_wup	1858	0	22	22	2.0	6.4513888888888893	6.0	3.8084880732806572	14.504581404321012
planetlab-workload-traces/20110322/planetlab2_cs_ucl_ac_uk_nyu_d	380	0	10	10	0.0	1.3194444444444444	1.0	1.6693843583196954	2.7868441358024616
planetlab-workload-traces/20110322/vn5_cse_wustl_edu_princeton_codeen	2397	2	57	55	4.0	8.3229166666666661	8.0	5.9857959039852577	35.829752604166693
planetlab-workload-traces/20110322/miranda_planetlab_cs_umd_edu_unitnple_csaba	1334	0	17	17	0.0	4.6319444444444446	5.0	4.3870809831218205	19.246479552469122
planetlab-workload-traces/20110322/planetlab1_informatik_uni-wuerzburg_de_uw_trs2	558	0	26	26	0.0	1.9375	2.0	2.8631246285987779	8.1974826388888893
planetlab-workload-traces/20110322/planetlab2-tijuana_lan_redclara_net_unitnple_csaba	1491	0	34	34	0.0	5.177083333333333	2.0	6.4253103983603523	41.284613715277672
planetlab-workload-traces/20110322/planet1_jaist_ac_jp_uw_oneswarm	11389	2	94	92	21.0	39.545138888888886	36.0	16.30710193724871	265.92157359182067
planetlab-workload-traces/20110322/planetlab2_millennium_berkeley_edu_uka_p2pns	503	1	5	4	1.0	1.7465277777777777	1.0	0.85492147092619897	0.73089072145061562
planetlab-workload-traces/20110322/planetlab-2_imperial_ac_uk_umn_mcla0181	501	0	14	14	0.0	1.7395833333333333	2.0	1.88144148158031	3.5398220486111116
planetlab-workload-traces/20110322/planetlab2_unineuchatel_ch_uw_oneswarm	2168	0	44	44	2.0	7.5277777777777777	7.0	4.6613726585340078	21.728395061728403
planetlab-workload-traces/20110322/planetlab2_unineuchatel_ch_inria_overlaysec	1007	0	25	25	0.0	3.4965277777777777	2.0	5.5195349189447658	30.465265721450603
planetlab-workload-traces/20110322/planetlab_urv_net_arizona_guest28	1359	0	91	91	0.0	4.71875	1.5	11.586063639550847	134.23687065972223
planetlab-workload-traces/20110322/planet1_l3s_uni-hannover_de_uw_oneswarm	8773	8	92	84	16.0	30.461805555555557	27.0	14.244830916900357	202.91520785108025
planetlab-workload-traces/20110322/planetlab1_dtc_umn_edu_root	2278	2	76	74	2.0	7.9097222222222223	4.0	12.718049943575613	161.74879436728364
planetlab-workload-traces/20110322/planet-lab-node1_netgroup_uniroma2_it_irisaple_wup	1491	0	53	53	0.0	5.177083333333333	3.0	9.3053838862689116	86.590169270833115
planetlab-workload-traces/20110322/pl2_grid_kiae_ru_princeton_codeen	2964	3	50	47	5.0	10.291666666666666	9.0	5.237253043766783	27.428819444444429
planetlab-workload-traces/20110322/planet1_cs_rochester_edu_uw_oneswarm	2993	0	40	40	4.0	10.392361111111111	10.0	5.5629800649411036	30.946747202932126
planetlab-workload-traces/20110322/planetlab2_ls_fi_upm_es_root	3279	0	32	32	1.0	11.385416666666666	11.0	7.504216118197232	56.313259548611136
planetlab-workload-traces/20110322/planetlab02_cs_washington_edu_umd_scriptroute	1716	0	24	24	0.0	5.958333333333333	4.0	6.4875682398466319	42.088541666666728
planetlab-workload-traces/20110322/planetlab2_wiwi_hu-berlin_de_root	2147	0	35	35	2.0	7.4548611111111107	4.0	7.5266686029403216	56.650740258487616
planetlab-workload-traces/20110322/peeramide_irisa_fr_irisaple_wup	1217	0	51	51	0.0	4.2256944444444446	3.0	6.4302696345722881	41.348367573302433
planetlab-workload-traces/20110322/planetlab-1_cs_uic_edu_uw_oneswarm	3319	2	58	56	6.0	11.524305555555555	10.0	6.0627018469007306	36.756353684413526
planetlab-workload-traces/20110322/planetlab1_ci_pwr_wroc_pl_arizona_nest	1169	0	24	24	0.0	4.0590277777777777	3.0	4.5491133628562475	20.694432388117274
planetlab-workload-traces/20110322/planetlab2_cs_ucl_ac_uk_princeton_codeen	1200	0	24	24	1.0	4.166666666666667	3.0	3.6628768293059903	13.416666666666705
planetlab-workload-traces/20110322/planetlab1_inf_ethz_ch_uw_oneswarm	4052	2	84	82	7.0	14.069444444444445	12.0	7.9268818110852086	62.835455246913519
planetlab-workload-traces/20110322/planetlab2_iis_sinica_edu_tw_nyu_d	521	0	11	11	0.0	1.8090277777777777	2.0	1.9494448353044171	3.8003351658950657
planetlab-workload-traces/20110322/onelab-1_fhi-fokus_de_irisaple_wup	1706	0	23	23	1.0	5.9236111111111107	5.0	3.802557365173092	14.459442515432126
planetlab-workload-traces/20110322/planet2_scs_stanford_edu_irisaple_HEAP	1776	2	12	10	4.0	6.166666666666667	6.0	1.5855247992033721	2.5138888888888933
planetlab-workload-traces/20110322/planetlab3_cs_st-andrews_ac_uk_uw_oneswarm	3945	0	46	46	6.0	13.697916666666666	12.0	7.4374051697969454	55.314995659722328
planetlab-workload-traces/20110322/planet2_l3s_uni-hannover_de_irisaple_HEAP	3873	5	23	18	9.0	13.447916666666666	14.0	3.4516595998237687	11.913953993055578
planetlab-workload-traces/20110322/planetlab2_cs_uoi_gr_irisaple_HEAP	1053	0	12	12	0.0	3.65625	4.0	2.8043670990775955	7.8644748263888884
planetlab-workload-traces/20110322/ple1_ise_pw_edu_pl_unitnple_csaba	1082	0	16	16	0.0	3.7569444444444446	4.0	3.7356141243177761	13.954812885802466
planetlab-workload-traces/20110322/planet3_cs_huji_ac_il_irisaple_wup	961	0	13	13	0.0	3.3368055555555554	3.0	2.531969109863403	6.4108675733024736
planetlab-workload-traces/20110322/peace_informatik_rwth-aachen_de_rnp_dcc_ufjf	6187	0	59	59	12.0	21.482638888888889	19.0	10.534321089374632	110.97192081404314
planetlab-workload-traces/20110322/planet2_colbud_hu_root	894	0	96	96	0.0	3.1041666666666665	1.0	10.297800972106179	106.04470486111097
planetlab-workload-traces/20110322/chimay_infonet_fundp_ac_be_root	2463	0	78	78	1.0	8.5520833333333339	5.0	10.845701073274757	117.62923177083323
planetlab-workload-traces/20110322/planetlab4_cs_uiuc_edu_princeton_codeen	1281	0	19	19	2.0	4.447916666666667	4.0	3.0087942571642285	9.0528428819444411
planetlab-workload-traces/20110322/planetlab2_csuohio_edu_uw_oneswarm	6590	4	59	55	11.0	22.881944444444443	21.0	11.467948406911338	131.51384066358028
planetlab-workload-traces/20110322/planetlab1_ntu_nodes_planet-lab_org_rnp_dcc_ufjf	5494	0	73	73	8.0	19.076388888888889	16.0	12.598269204929558	158.71638695987644
planetlab-workload-traces/20110322/planetlab01_tkn_tu-berlin_de_root	1008	0	85	85	0.0	3.5	3.0	6.8510948030223604	46.9375
planetlab-workload-traces/20110322/osiris_planetlab_cs_umd_edu_upmc_ts	3183	0	68	68	0.0	11.052083333333334	4.0	16.821800788584831	282.9729817708332
planetlab-workload-traces/20110322/pl1_planet_cs_kent_edu_root	717	0	68	68	0.0	2.4895833333333335	2.0	7.1710182404011986	51.4235026041667
planetlab-workload-traces/20110322/mtuplanetlab1_cs_mtu_edu_root	2506	0	76	76	2.0	8.7013888888888893	4.0	11.380770734683658	129.52194251543202
planetlab-workload-traces/20110322/planetlab2_utdallas_edu_uw_oneswarm	3850	0	39	39	6.0	13.368055555555555	12.0	7.2440076076116728	52.47564621913579
planetlab-workload-traces/20110322/planetlab2_warsaw_rd_tp_pl_unitnple_csaba	2813	0	38	38	0.0	9.7673611111111107	11.0	8.7752439809474385	77.004906925154245
planetlab-workload-traces/20110322/planetlab16_millennium_berkeley_edu_princeton_codeen	3050	2	62	60	6.0	10.590277777777779	10.0	6.1440047499398984	37.748794367284034
planetlab-workload-traces/20110322/pl2_6test_edu_cn_umn_net_tools	582	0	8	8	0.0	2.0208333333333335	2.0	2.0915463112783854	4.3745659722222205
planetlab-workload-traces/20110322/planetlab1_byu_edu_root	1936	0	80	80	0.0	6.7222222222222223	4.0	12.677048620573908	160.70756172839484
planetlab-workload-traces/20110322/planetlab-2_elisa_cpsc_ucalgary_ca_uw_oneswarm	4063	0	59	59	6.0	14.107638888888889	12.0	9.2104377675330262	84.832163869598745
planetlab-workload-traces/20110322/planetlab2-tijuana_lan_redclara_net_uw_oneswarm	6461	4	89	85	10.0	22.434027777777779	19.0	12.679098412536437	160.75953655478398
planetlab-workload-traces/20110322/planetlab-02_kusa_ac_jp_irisaple_HEAP	1710	0	35	35	2.0	5.9375	4.0	4.9696561892035236	24.697482638888889
planetlab-workload-traces/20110322/planetlab2_eurecom_fr_uw_oneswarm	1922	0	25	25	2.0	6.6736111111111107	6.0	4.4195428702637081	19.532359182098777
planetlab-workload-traces/20110322/planet3_prakinf_tu-ilmenau_de_uw_oneswarm	3997	2	33	31	6.0	13.878472222222221	13.0	6.5618707443758062	43.058147665895099
planetlab-workload-traces/20110322/planetlab-2_elisa_cpsc_ucalgary_ca_unitnple_csaba	1332	0	38	38	0.0	4.625	4.0	5.9065347521010807	34.887152777777779
planetlab-workload-traces/20110322/planet2_scs_stanford_edu_howard_p2psip	826	0	17	17	0.0	2.8680555555555554	2.0	3.1463085243260691	9.8992573302468863
planetlab-workload-traces/20110322/planetlab2_tau_ac_il_irisaple_HEAP	1711	0	17	17	3.0	5.9409722222222223	5.0	2.9580378536578662	8.7499879436728349
planetlab-workload-traces/20110322/planet11_csc_ncsu_edu_irisaple_HEAP	729	0	23	23	0.0	2.53125	2.0	3.2359304163906586	10.471245659722221
planetlab-workload-traces/20110322/planet1_scs_stanford_edu_umn_mcla0181	357	0	6	6	0.0	1.2395833333333333	1.0	1.1372309663535063	1.2932942708333299
planetlab-workload-traces/20110322/planetlab2_acis_ufl_edu_uw_oneswarm	4751	4	62	58	9.0	16.496527777777779	15.0	7.024756947104656	49.347210165895127
planetlab-workload-traces/20110322/vn4_cse_wustl_edu_uw_oneswarm	3934	2	61	59	7.0	13.659722222222221	12.0	7.1668247990736642	51.363377700617271
planetlab-workload-traces/20110322/planetlab-1_cs_unibas_ch_irisaple_HEAP	879	0	37	37	0.0	3.0520833333333335	2.0	5.8943884419137698	34.743815104166643
planetlab-workload-traces/20110322/planetlab4_cse_nd_edu_uw_oneswarm	3366	0	65	65	5.0	11.6875	10.0	7.0079010469136422	49.110677083333329
planetlab-workload-traces/20110322/planetlab1_cs_columbia_edu_uw_trs2	895	0	15	15	0.0	3.1076388888888888	3.0	2.5750291223032575	6.6307749807098855
planetlab-workload-traces/20110322/planetlab-2_cs_auckland_ac_nz_uw_oneswarm	3755	2	41	39	6.0	13.038194444444445	12.0	6.5628848726059674	43.071457851080247
planetlab-workload-traces/20110322/planetlab1_informatik_uni-kl_de_uka_p2pns	216	0	17	17	0.0	0.75	1.0	1.1755613316388236	1.3819444444444444
planetlab-workload-traces/20110322/planetlab2_pc_cis_udel_edu_root	658	0	15	15	0.0	2.2847222222222223	2.0	2.2178668256170919	4.9189332561728358
planetlab-workload-traces/20110322/planet6_cs_ucsb_edu_ rnp_dcc_ufjf	9499	17	38	21	27.0	32.982638888888886	34.5	4.2142751759332997	17.760115258487641
planetlab-workload-traces/20110322/inriarennes1_irisa_fr_irisaple_wup	470	0	6	6	0.0	1.6319444444444444	2.0	1.631914893349466	2.6631462191357991
planetlab-workload-traces/20110322/planetlab1_georgetown_edu_uw_oneswarm	4657	0	82	82	5.0	16.170138888888889	13.5	11.58912672784464	134.30785831404302
planetlab-workload-traces/20110322/planetlab1_singaren_net_sg_uw_seattle	419	0	10	10	0.0	1.4548611111111112	1.0	1.7454436661837562	3.0465735918209917
planetlab-workload-traces/20110322/planetlab-2_cs_ucy_ac_cy_umn_mcla0181	860	0	13	13	0.0	2.9861111111111112	3.0	2.1489212769017354	4.6178626543209855
planetlab-workload-traces/20110322/planetlab-2_ssvl_kth_se_root	527	0	19	19	0.0	1.8298611111111112	1.0	2.3174033559230054	5.3703583140432078
planetlab-workload-traces/20110322/planetlab14_millennium_berkeley_edu_irisaple_HEAP	1394	0	12	12	3.0	4.8402777777777777	5.0	2.0178481196439462	4.07171103395061
planetlab-workload-traces/20110322/planetlab11_millennium_berkeley_edu_arizona_guest33	1237	0	22	22	0.0	4.2951388888888893	4.0	4.4487487295291945	19.79136525848762
planetlab-workload-traces/20110322/planetlab1_millennium_berkeley_edu_uw_oneswarm	2545	0	56	56	0.0	8.8368055555555554	8.0	9.9804200432631376	99.608784239968571
planetlab-workload-traces/20110322/planetlab1_citadel_edu_princeton_codeen	2237	0	26	26	2.0	7.7673611111111107	7.0	4.9185777339749635	24.192406925154284
planetlab-workload-traces/20110322/planetlab2-santiago_lan_redclara_net_irisaple_wup	2577	2	28	26	4.0	8.9479166666666661	8.0	4.3189741057789268	18.653537326388879
planetlab-workload-traces/20110322/planet1_elte_hu_unitnple_csaba	882	0	21	21	0.0	3.0625	2.0	3.3317053316082239	11.100260416666666
planetlab-workload-traces/20110322/miranda_planetlab_cs_umd_edu_root	872	0	78	78	0.0	3.0277777777777777	2.0	5.6389573066456906	31.797839506172824
planetlab-workload-traces/20110322/planetlab2_dtc_umn_edu_irisaple_wup	1020	0	10	10	0.0	3.5416666666666665	4.0	2.4982632856535445	6.2413194444444429
planetlab-workload-traces/20110322/planet2_inf_tu-dresden_de_purdue_2	12885	20	80	60	29.0	44.739583333333336	44.0	12.394760983027826	153.63009982638891
planetlab-workload-traces/20110322/plab1_engr_sjsu_edu_irisaple_HEAP	2953	2	19	17	7.0	10.253472222222221	10.0	3.0302276499199707	9.1822796103395081
planetlab-workload-traces/20110322/147-179_surfsnel_dsl_internl_net_uw_trs2	538	0	33	33	0.0	1.8680555555555556	1.0	3.7900574016793871	14.364535108024707
planetlab-workload-traces/20110322/pub2-s_ane_cmc_osaka-u_ac_jp_nyu_d	1518	0	53	53	2.0	5.270833333333333	4.0	4.5456309151389158	20.662760416666654
planetlab-workload-traces/20110322/plab-1_sinp_msu_ru_irisaple_HEAP	1511	0	22	22	2.0	5.2465277777777777	4.5	3.4113253614175543	11.637140721450608
planetlab-workload-traces/20110322/planetlab1_informatik_uni-wuerzburg_de_unitnple_csaba	1130	0	19	19	0.0	3.9236111111111112	4.0	4.1501001679864293	17.223331404320987
planetlab-workload-traces/20110322/planetlab01_dis_unina_it_unitnple_csaba	2145	0	48	48	0.0	7.447916666666667	4.0	9.4415634647934308	89.143120659722129
planetlab-workload-traces/20110322/planetlab2_netmedia_gist_ac_kr_princeton_codeen	462	0	10	10	0.0	1.6041666666666667	2.0	2.0197591646860613	4.0794270833333357
planetlab-workload-traces/20110322/onelab11_pl_sophia_inria_fr_unitnple_csaba	807	0	17	17	0.0	2.8020833333333335	3.0	3.0707619564296311	9.4295789930555358
planetlab-workload-traces/20110322/planetlab11_millennium_berkeley_edu_arizona_guest35	1579	0	26	26	0.0	5.4826388888888893	5.0	4.5825428085093751	20.999698591820991
planetlab-workload-traces/20110322/planetlab2_thlab_net_unitnple_csaba	1045	0	21	21	0.0	3.6284722222222223	3.0	3.9822725783297734	15.85849488811726
planetlab-workload-traces/20110322/node-1_mcgillplanetlab_org_unitnple_csaba	1256	0	23	23	0.0	4.3611111111111107	4.0	4.4567537873420493	19.862654320987698
planetlab-workload-traces/20110322/vn4_cse_wustl_edu_nyu_d	350	0	6	6	0.0	1.2152777777777777	2.0	1.3471327289863366	1.8147665895061744
planetlab-workload-traces/20110322/planetx_scs_cs_nyu_edu_root	2718	0	98	98	2.0	9.4375	4.0	20.296147263705002	411.93359375
planetlab-workload-traces/20110322/pl1_ucs_indiana_edu_upmc_ts	2068	0	69	69	0.0	7.1805555555555554	2.0	11.405501095827105	130.08545524691328
planetlab-workload-traces/20110322/node1_planetlab_albany_edu_uw_oneswarm	3128	0	32	32	6.0	10.861111111111111	10.0	5.3191361964649175	28.293209876543269
planetlab-workload-traces/20110322/planetlab2_ece_ucdavis_edu_unitnple_csaba	959	0	17	17	0.0	3.3298611111111112	2.0	3.6379859328172985	13.23494164737655
planetlab-workload-traces/20110322/planetlab1_wiwi_hu-berlin_de_root	1796	0	90	90	0.0	6.2361111111111107	4.0	12.49415758526492	156.10397376543295
planetlab-workload-traces/20110322/pl1_eng_monash_edu_au_unitnple_csaba	761	0	15	15	0.0	2.6423611111111112	2.0	3.3051743915393712	10.924177758487653
planetlab-workload-traces/20110322/planetlab4_flux_utah_edu_purdue_2	12074	13	89	76	20.0	41.923611111111114	40.0	18.010637235437926	324.38305362654313
planetlab-workload-traces/20110322/planet4_cs_ucsb_edu_root	399	0	8	8	0.0	1.3854166666666667	2.0	1.5094824697189726	2.2785373263888888
planetlab-workload-traces/20110322/peeramidion_irisa_fr_unitnple_csaba	1218	0	23	23	0.0	4.229166666666667	3.0	4.4460012464385663	19.766927083333286
planetlab-workload-traces/20110322/planetlab3_eecs_umich_edu_umd_scriptroute	1159	0	22	22	0.0	4.0243055555555554	4.0	3.727166531170869	13.891770351080288
planetlab-workload-traces/20110322/planetlab-02_vt_nodes_planet-lab_org_uw_oneswarm	4357	2	56	54	8.0	15.128472222222221	14.0	7.7648259907028869	60.292522665895071
planetlab-workload-traces/20110322/pli1-pa-5_hpl_hp_com_unitnple_csaba	1112	0	21	21	0.0	3.8611111111111112	4.0	4.2583432992562917	18.133487654320962
planetlab-workload-traces/20110322/planetlab-2_imperial_ac_uk_root	7220	2	81	79	5.0	25.069444444444443	24.0	17.514736960698809	306.766010802469
planetlab-workload-traces/20110322/planetlab2_millennium_berkeley_edu_ufl_ipop3	337	0	12	12	0.0	1.1701388888888888	1.0	1.4489737681234511	2.0995249807098726
planetlab-workload-traces/20110322/stella_planetlab_ntua_gr_uw_oneswarm	9162	7	63	56	14.0	31.8125	32.0	13.141309311353517	172.69401041666666
planetlab-workload-traces/20110322/planetlab01_tkn_tu-berlin_de_unitnple_csaba	2075	0	34	34	0.0	7.2048611111111107	7.0	7.2276747246368478	52.23928192515433
planetlab-workload-traces/20110322/planetlab03_mpi-sws_mpg_de_utokyo_sora	265	0	6	6	0.0	0.92013888888888884	1.0	1.0819914677415114	1.1707055362654302
planetlab-workload-traces/20110322/planetlab1_eecs_wsu_edu_root	1039	0	46	46	0.0	3.6076388888888888	2.0	7.3623156443728019	54.203691647376502
planetlab-workload-traces/20110322/planetlab-1_ssvl_kth_se_uw_oneswarm	2949	0	34	34	0.0	10.239583333333334	10.0	8.6314325348789342	74.501627604166572
planetlab-workload-traces/20110322/planetlab05_cs_washington_edu_unitnple_csaba	1150	0	25	25	0.0	3.9930555555555554	2.0	4.8218203797623289	23.249951774691326
planetlab-workload-traces/20110322/planetlab2_ecs_vuw_ac_nz_uw_oneswarm	3854	2	56	54	6.0	13.381944444444445	12.0	6.5314373607126894	42.659673996913547
planetlab-workload-traces/20110322/planet1_jaist_ac_jp_root	2520	0	99	99	2.0	8.75	4.0	15.175592611529577	230.29861111111109
planetlab-workload-traces/20110322/planetlab1_arizona-gigapop_net_unitnple_csaba	1393	0	38	38	0.0	4.8368055555555554	5.5	4.9001593869737441	24.011562017746897
planetlab-workload-traces/20110322/planetlab2_lkn_ei_tum_de_arizona_owl	567	0	31	31	0.0	1.96875	1.0	4.1952017689193974	17.599717881944443
planetlab-workload-traces/20110322/planetlab1_informatik_uni-erlangen_de_princeton_coblitz	766	0	96	96	0.0	2.6597222222222223	1.0	7.2678546376458693	52.821711033950564
planetlab-workload-traces/20110322/planetlab2_inf_ethz_ch_irisaple_wup	1555	0	38	38	2.0	5.3993055555555554	4.0	4.6018866379842516	21.177360628857997
planetlab-workload-traces/20110322/planetlab2_uta_edu_uw_oneswarm	3209	0	49	49	4.0	11.142361111111111	10.0	6.0722396547858954	36.87209442515433
planetlab-workload-traces/20110322/planetlab1_een_orst_edu_neclabs_neclc	706	0	16	16	0.0	2.4513888888888888	2.0	3.0466964374710468	9.2823591820987676
planetlab-workload-traces/20110322/planetlab-2_sjtu_edu_cn_irisaple_HEAP	773	0	21	21	0.0	2.6840277777777777	2.0	3.4672307873231811	12.021689332561728
planetlab-workload-traces/20110322/planetlab-2_sjtu_edu_cn_umn_net_tools	548	0	8	8	0.0	1.9027777777777777	2.0	1.7611527334723971	3.101658950617296
planetlab-workload-traces/20110322/zoi_di_uoa_gr_root	573	0	96	96	0.0	1.9895833333333333	2.0	6.571447273685866	43.183919270833407
planetlab-workload-traces/20110322/plgmu2_ite_gmu_edu_nyu_d	499	0	15	15	0.0	1.7326388888888888	1.0	2.3261893571148273	5.4111569251542928
planetlab-workload-traces/20110322/planetlab2_hiit_fi_unitnple_csaba	3191	0	47	47	0.0	11.079861111111111	11.0	11.256967471187636	126.71931664737654
planetlab-workload-traces/20110322/planetlab1_eecs_umich_edu_nyu_d	405	0	9	9	0.0	1.40625	1.0	1.6577561286101294	2.7481553819444442
planetlab-workload-traces/20110322/host4-plb_loria_fr_root	1349	0	69	69	0.0	4.6840277777777777	3.0	10.141746529365397	102.85502266589509
planetlab-workload-traces/20110322/pl4_unm_edu_uw_trs2	1647	0	20	20	1.0	5.71875	5.0	3.9503071039196151	15.604926215277777
planetlab-workload-traces/20110322/host3-plb_loria_fr_irisaple_wup	3126	1	22	21	7.0	10.854166666666666	11.0	3.213402380828009	10.325954861111118
planetlab-workload-traces/20110322/pl2_ucs_indiana_edu_uw_oneswarm	3416	2	46	44	5.0	11.861111111111111	11.0	6.7403337280458233	45.432098765432102
planetlab-workload-traces/20110322/planetlab3_arizona-gigapop_net_rnp_dcc_ufjf	5710	0	58	58	0.0	19.826388888888889	24.0	15.470101029041953	239.3240258487649
planetlab-workload-traces/20110322/planetlab2_unl_edu_upmc_ts	655	0	8	8	0.0	2.2743055555555554	2.0	1.6659684590759229	2.7754509066358048
planetlab-workload-traces/20110322/node2_planetlab_mathcs_emory_edu_princeton_codeen	752	0	28	28	0.0	2.6111111111111112	2.0	2.4695678634325455	6.0987654320987872
planetlab-workload-traces/20110322/planetlab1_cs_purdue_edu_uw_trs2	781	0	96	96	0.0	2.7118055555555554	2.0	7.3628854976211748	54.212082851080218
planetlab-workload-traces/20110322/planetlab02_cs_tcd_ie_google_highground	10916	12	74	62	22.0	37.902777777777779	38.0	11.564925087692991	133.74749228395072
planetlab-workload-traces/20110322/server1_planetlab_iit-tech_net_nyu_d	1396	0	22	22	0.0	4.8472222222222223	4.0	4.0855766702382468	16.691936728395042
planetlab-workload-traces/20110322/planetlab2_ls_fi_upm_es_arizona_owl	1256	0	22	22	0.0	4.3611111111111107	4.0	4.7127355689885562	22.209876543209887
planetlab-workload-traces/20110322/planetlab02_cs_tcd_ie_umn_mcla0181	457	0	14	14	0.0	1.5868055555555556	1.5	2.1936064460082982	4.8119092399691565
planetlab-workload-traces/20110322/planetlab-06_cs_princeton_edu_utokyo_sora	334	0	4	4	0.0	1.1597222222222223	2.0	1.1794725424506751	1.3911554783950595
planetlab-workload-traces/20110322/napa1_tele_pw_edu_pl_unitnple_csaba	931	0	17	17	0.0	3.2326388888888888	2.0	3.3434290834808262	11.178518036265437
planetlab-workload-traces/20110322/ttu1-1_nodes_planet-lab_org_unitnple_csaba	1256	0	19	19	0.0	4.3611111111111107	4.0	4.2157296572728544	17.772376543209901
planetlab-workload-traces/20110322/planetlab2_willab_fi_uw_oneswarm	3552	0	49	49	3.0	12.333333333333334	11.0	8.154753215150043	66.499999999999972
planetlab-workload-traces/20110322/planetlab2_utdallas_edu_princeton_codeen	844	0	8	8	2.0	2.9305555555555554	2.0	1.7624666181936355	3.1062885802469098
planetlab-workload-traces/20110322/planetlab04_cs_washington_edu_unitnple_csaba	1888	0	31	31	0.0	6.5555555555555554	7.0	6.712113611657835	45.052469135802383
planetlab-workload-traces/20110322/planetlab05_cs_washington_edu_irisaple_HEAP	1020	0	10	10	0.0	3.5416666666666665	4.0	2.3713422125220314	5.623263888888884
